"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"6499" 19 "WALKING" "fBodyGyro" "mean" "Y" -0.0973549846596154
"6500" 20 "WALKING" "fBodyGyro" "mean" "Y" 0.0310145965868627
"6501" 21 "WALKING" "fBodyGyro" "mean" "Y" -0.371744086730769
"6502" 22 "WALKING" "fBodyGyro" "mean" "Y" -0.501176901956522
"6503" 23 "WALKING" "fBodyGyro" "mean" "Y" 0.195569461920339
"6504" 24 "WALKING" "fBodyGyro" "mean" "Y" -0.479841432931034
"6505" 25 "WALKING" "fBodyGyro" "mean" "Y" -0.678750350135135
"6506" 26 "WALKING" "fBodyGyro" "mean" "Y" -0.56182776559322
"6507" 27 "WALKING" "fBodyGyro" "mean" "Y" -0.534724231403509
"6508" 28 "WALKING" "fBodyGyro" "mean" "Y" -0.50468173962963
"6509" 29 "WALKING" "fBodyGyro" "mean" "Y" -0.362232316226415
"6510" 30 "WALKING" "fBodyGyro" "mean" "Y" -0.175900924040154
"6511" 1 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.319474609056604
"6512" 2 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.488086123958333
"6513" 3 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.637293508305085
"6514" 4 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.684310201538462
"6515" 5 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.516609046808511
"6516" 6 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.329653779629412
"6517" 7 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.567920266470588
"6518" 8 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.113162144460976
"6519" 9 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.499159202857143
"6520" 10 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.235858986212766
"6521" 11 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.581167154444444
"6522" 12 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.604711316153846
"6523" 13 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.492176104727273
"6524" 14 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" 0.118687692187963
"6525" 15 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.517025245833333
"6526" 16 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.642018064117647
"6527" 17 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.521435415208333
"6528" 18 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.649817266551724
"6529" 19 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.2254218170275
"6530" 20 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.162341385629412
"6531" 21 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.446691581702128
"6532" 22 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.523943751666667
"6533" 23 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.290447408901961
"6534" 24 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.546620981186441
"6535" 25 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.618579913384615
"6536" 26 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.617112539636364
"6537" 27 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.594092579607843
"6538" 28 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.522066500784314
"6539" 29 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.39404534122449
"6540" 30 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Y" -0.366058433230769
"6541" 1 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.0557022524693878
"6542" 2 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.361913824
"6543" 3 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.542694164081633
"6544" 4 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.717545840444444
"6545" 5 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.382483075106383
"6546" 6 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.130327465789583
"6547" 7 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.21444307293617
"6548" 8 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" 0.116090879026316
"6549" 9 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.312512195452381
"6550" 10 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.272495710342105
"6551" 11 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.528254524130435
"6552" 12 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.420631474130435
"6553" 13 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.133828886725532
"6554" 14 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" 0.0132082347333333
"6555" 15 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.402332301666667
"6556" 16 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.479512983617021
"6557" 17 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.451126869347826
"6558" 18 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.641527595090909
"6559" 19 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" 0.147083143564103
"6560" 20 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.138097945555556
"6561" 21 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.308879866288889
"6562" 22 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.525006840277778
"6563" 23 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" 0.328817010088889
"6564" 24 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.433475431818182
"6565" 25 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.632916352241379
"6566" 26 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.44312621
"6567" 27 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.402132810611364
"6568" 28 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.217100157608696
"6569" 29 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.463125032083333
"6570" 30 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Y" -0.348065119677419
"6571" 1 "SITTING" "fBodyGyro" "mean" "Y" -0.975838585319149
"6572" 2 "SITTING" "fBodyGyro" "mean" "Y" -0.982100923695652
"6573" 3 "SITTING" "fBodyGyro" "mean" "Y" -0.95617355
"6574" 4 "SITTING" "fBodyGyro" "mean" "Y" -0.9675836478
"6575" 5 "SITTING" "fBodyGyro" "mean" "Y" -0.955460359318182
"6576" 6 "SITTING" "fBodyGyro" "mean" "Y" -0.943857393090909
"6577" 7 "SITTING" "fBodyGyro" "mean" "Y" -0.956678065
"6578" 8 "SITTING" "fBodyGyro" "mean" "Y" -0.97658989
"6579" 9 "SITTING" "fBodyGyro" "mean" "Y" -0.9396930078
"6580" 10 "SITTING" "fBodyGyro" "mean" "Y" -0.986179215555556
"6581" 11 "SITTING" "fBodyGyro" "mean" "Y" -0.98263664490566
"6582" 12 "SITTING" "fBodyGyro" "mean" "Y" -0.963725248823529
"6583" 13 "SITTING" "fBodyGyro" "mean" "Y" -0.982456053877551
"6584" 14 "SITTING" "fBodyGyro" "mean" "Y" -0.969806729814815
"6585" 15 "SITTING" "fBodyGyro" "mean" "Y" -0.979201724745763
"6586" 16 "SITTING" "fBodyGyro" "mean" "Y" -0.96679600173913
"6587" 17 "SITTING" "fBodyGyro" "mean" "Y" -0.98879397953125
"6588" 18 "SITTING" "fBodyGyro" "mean" "Y" -0.988702701403509
"6589" 19 "SITTING" "fBodyGyro" "mean" "Y" -0.968188675753425
"6590" 20 "SITTING" "fBodyGyro" "mean" "Y" -0.964643068787879
"6591" 21 "SITTING" "fBodyGyro" "mean" "Y" -0.979830938
"6592" 22 "SITTING" "fBodyGyro" "mean" "Y" -0.959161754193548
"6593" 23 "SITTING" "fBodyGyro" "mean" "Y" -0.957920288823529
"6594" 24 "SITTING" "fBodyGyro" "mean" "Y" -0.981200181176471
"6595" 25 "SITTING" "fBodyGyro" "mean" "Y" -0.983827801076923
"6596" 26 "SITTING" "fBodyGyro" "mean" "Y" -0.981740793333333
"6597" 27 "SITTING" "fBodyGyro" "mean" "Y" -0.984141119142857
"6598" 28 "SITTING" "fBodyGyro" "mean" "Y" -0.963117633611111
"6599" 29 "SITTING" "fBodyGyro" "mean" "Y" -0.990329245333333
"6600" 30 "SITTING" "fBodyGyro" "mean" "Y" -0.982005883387097
"6601" 1 "STANDING" "fBodyGyro" "mean" "Y" -0.988984455849057
"6602" 2 "STANDING" "fBodyGyro" "mean" "Y" -0.972576152962963
"6603" 3 "STANDING" "fBodyGyro" "mean" "Y" -0.937711157213115
"6604" 4 "STANDING" "fBodyGyro" "mean" "Y" -0.955992945178571
"6605" 5 "STANDING" "fBodyGyro" "mean" "Y" -0.939373524464286
"6606" 6 "STANDING" "fBodyGyro" "mean" "Y" -0.943273146140351
"6607" 7 "STANDING" "fBodyGyro" "mean" "Y" -0.957548671320755
"6608" 8 "STANDING" "fBodyGyro" "mean" "Y" -0.972595487037037
"6609" 9 "STANDING" "fBodyGyro" "mean" "Y" -0.954514301555556
"6610" 10 "STANDING" "fBodyGyro" "mean" "Y" -0.960323800909091
"6611" 11 "STANDING" "fBodyGyro" "mean" "Y" -0.994025488297872
"6612" 12 "STANDING" "fBodyGyro" "mean" "Y" -0.948251856721312
"6613" 13 "STANDING" "fBodyGyro" "mean" "Y" -0.97291308
"6614" 14 "STANDING" "fBodyGyro" "mean" "Y" -0.9508361945
"6615" 15 "STANDING" "fBodyGyro" "mean" "Y" -0.975133868867925
"6616" 16 "STANDING" "fBodyGyro" "mean" "Y" -0.983594244615385
"6617" 17 "STANDING" "fBodyGyro" "mean" "Y" -0.987334041282051
"6618" 18 "STANDING" "fBodyGyro" "mean" "Y" -0.983561159726027
"6619" 19 "STANDING" "fBodyGyro" "mean" "Y" -0.975061671643836
"6620" 20 "STANDING" "fBodyGyro" "mean" "Y" -0.91064914109589
"6621" 21 "STANDING" "fBodyGyro" "mean" "Y" -0.960082591123596
"6622" 22 "STANDING" "fBodyGyro" "mean" "Y" -0.97068244031746
"6623" 23 "STANDING" "fBodyGyro" "mean" "Y" -0.952781164558824
"6624" 24 "STANDING" "fBodyGyro" "mean" "Y" -0.970426493768116
"6625" 25 "STANDING" "fBodyGyro" "mean" "Y" -0.97839988527027
"6626" 26 "STANDING" "fBodyGyro" "mean" "Y" -0.98388591027027
"6627" 27 "STANDING" "fBodyGyro" "mean" "Y" -0.983731873
"6628" 28 "STANDING" "fBodyGyro" "mean" "Y" -0.948160785316456
"6629" 29 "STANDING" "fBodyGyro" "mean" "Y" -0.991586674
"6630" 30 "STANDING" "fBodyGyro" "mean" "Y" -0.945628836949153
"6631" 1 "LAYING" "fBodyGyro" "mean" "Y" -0.9521914948
"6632" 2 "LAYING" "fBodyGyro" "mean" "Y" -0.983321635416667
"6633" 3 "LAYING" "fBodyGyro" "mean" "Y" -0.978099682258065
"6634" 4 "LAYING" "fBodyGyro" "mean" "Y" -0.972187839074074
"6635" 5 "LAYING" "fBodyGyro" "mean" "Y" -0.978249645769231
"6636" 6 "LAYING" "fBodyGyro" "mean" "Y" -0.941771544385965
"6637" 7 "LAYING" "fBodyGyro" "mean" "Y" -0.957570207692308
"6638" 8 "LAYING" "fBodyGyro" "mean" "Y" -0.957411160185185
"6639" 9 "LAYING" "fBodyGyro" "mean" "Y" -0.9345796594
"6640" 10 "LAYING" "fBodyGyro" "mean" "Y" -0.954670034482759
"6641" 11 "LAYING" "fBodyGyro" "mean" "Y" -0.982640271929825
"6642" 12 "LAYING" "fBodyGyro" "mean" "Y" -0.95256172
"6643" 13 "LAYING" "fBodyGyro" "mean" "Y" -0.968689729193548
"6644" 14 "LAYING" "fBodyGyro" "mean" "Y" -0.938087898235294
"6645" 15 "LAYING" "fBodyGyro" "mean" "Y" -0.964310893611111
"6646" 16 "LAYING" "fBodyGyro" "mean" "Y" -0.976092920571429
"6647" 17 "LAYING" "fBodyGyro" "mean" "Y" -0.973669098591549
"6648" 18 "LAYING" "fBodyGyro" "mean" "Y" -0.985611171384615
"6649" 19 "LAYING" "fBodyGyro" "mean" "Y" -0.972061003493976
"6650" 20 "LAYING" "fBodyGyro" "mean" "Y" -0.973120029558823
"6651" 21 "LAYING" "fBodyGyro" "mean" "Y" -0.964968005222222
"6652" 22 "LAYING" "fBodyGyro" "mean" "Y" -0.964698258611111
"6653" 23 "LAYING" "fBodyGyro" "mean" "Y" -0.96846913625
"6654" 24 "LAYING" "fBodyGyro" "mean" "Y" -0.966111980277778
"6655" 25 "LAYING" "fBodyGyro" "mean" "Y" -0.946259639315069
"6656" 26 "LAYING" "fBodyGyro" "mean" "Y" -0.983127999342105
"6657" 27 "LAYING" "fBodyGyro" "mean" "Y" -0.986795837297297
"6658" 28 "LAYING" "fBodyGyro" "mean" "Y" -0.9658244555
"6659" 29 "LAYING" "fBodyGyro" "mean" "Y" -0.993696336521739
"6660" 30 "LAYING" "fBodyGyro" "mean" "Y" -0.968170332428571
"6661" 1 "WALKING" "tBodyAcc" "mean" "Y" -0.0173838185273684
"6662" 2 "WALKING" "tBodyAcc" "mean" "Y" -0.0185949199145763
"6663" 3 "WALKING" "tBodyAcc" "mean" "Y" -0.0171767844203448
"6664" 4 "WALKING" "tBodyAcc" "mean" "Y" -0.0148399475341667
"6665" 5 "WALKING" "tBodyAcc" "mean" "Y" -0.0172850317482679
"6666" 6 "WALKING" "tBodyAcc" "mean" "Y" -0.0168954189082456
"6667" 7 "WALKING" "tBodyAcc" "mean" "Y" -0.018653665345614
"6668" 8 "WALKING" "tBodyAcc" "mean" "Y" -0.0186628865310417
"6669" 9 "WALKING" "tBodyAcc" "mean" "Y" -0.0180891971284423
"6670" 10 "WALKING" "tBodyAcc" "mean" "Y" -0.017022351190566
"6671" 11 "WALKING" "tBodyAcc" "mean" "Y" -0.0166475833623729
"6672" 12 "WALKING" "tBodyAcc" "mean" "Y" -0.015560927606
"6673" 13 "WALKING" "tBodyAcc" "mean" "Y" -0.0185660651947368
"6674" 14 "WALKING" "tBodyAcc" "mean" "Y" -0.0217785380966102
"6675" 15 "WALKING" "tBodyAcc" "mean" "Y" -0.0170809740090741
"6676" 16 "WALKING" "tBodyAcc" "mean" "Y" -0.0204286929452941
"6677" 17 "WALKING" "tBodyAcc" "mean" "Y" -0.0184875403339344
"6678" 18 "WALKING" "tBodyAcc" "mean" "Y" -0.0178023631866071
"6679" 19 "WALKING" "tBodyAcc" "mean" "Y" -0.0191773587903846
"6680" 20 "WALKING" "tBodyAcc" "mean" "Y" -0.021199992245098
"6681" 21 "WALKING" "tBodyAcc" "mean" "Y" -0.0181610317526923
"6682" 22 "WALKING" "tBodyAcc" "mean" "Y" -0.0167213607957174
"6683" 23 "WALKING" "tBodyAcc" "mean" "Y" -0.0183618711932203
"6684" 24 "WALKING" "tBodyAcc" "mean" "Y" -0.0225446400534483
"6685" 25 "WALKING" "tBodyAcc" "mean" "Y" -0.0186477624716216
"6686" 26 "WALKING" "tBodyAcc" "mean" "Y" -0.0154259586949153
"6687" 27 "WALKING" "tBodyAcc" "mean" "Y" -0.0166478783221912
"6688" 28 "WALKING" "tBodyAcc" "mean" "Y" -0.0156759722981481
"6689" 29 "WALKING" "tBodyAcc" "mean" "Y" -0.0162915600588679
"6690" 30 "WALKING" "tBodyAcc" "mean" "Y" -0.0175880385730769
"6691" 1 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0239531492643396
"6692" 2 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0214121132045833
"6693" 3 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0324109410555932
"6694" 4 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0319804295729615
"6695" 5 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0325269755153191
"6696" 6 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0272425385070588
"6697" 7 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0275639005607843
"6698" 8 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0282415136341463
"6699" 9 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0195101099975714
"6700" 10 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0143854920340426
"6701" 11 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0303157822055556
"6702" 12 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0263574903403846
"6703" 13 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0277392253910909
"6704" 14 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0204388180024074
"6705" 15 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0287523860708333
"6706" 16 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0143654945011765
"6707" 17 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0228645614308333
"6708" 18 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0222060684378914
"6709" 19 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0303986615775
"6710" 20 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0282258047588235
"6711" 21 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0237218695148936
"6712" 22 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0268622561133333
"6713" 23 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0323844029237255
"6714" 24 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0251979434569492
"6715" 25 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0269863524264615
"6716" 26 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0281633797398182
"6717" 27 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0200953324078431
"6718" 28 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0279443943478431
"6719" 29 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0299465312326531
"6720" 30 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Y" -0.0253311698786154
"6721" 1 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.00991850461020408
"6722" 2 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0226614158361702
"6723" 3 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0193554079328571
"6724" 4 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.00980200850666667
"6725" 5 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.00850107533191489
"6726" 6 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.019536840063125
"6727" 7 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0166332372978723
"6728" 8 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0211058674973684
"6729" 9 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0203994269075476
"6730" 10 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0200050770710526
"6731" 11 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0178097721219565
"6732" 12 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.018084266865793
"6733" 13 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0143723839108511
"6734" 14 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0200141413657778
"6735" 15 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.00563047804309524
"6736" 16 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0183898583787234
"6737" 17 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0167359404347826
"6738" 18 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0168666920221818
"6739" 19 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0145942275069487
"6740" 20 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.00964120773155556
"6741" 21 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0173195390157778
"6742" 22 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0197999371686389
"6743" 23 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0162111457238889
"6744" 24 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0145730348310909
"6745" 25 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0210170522987931
"6746" 26 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.01262580966778
"6747" 27 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0135564467159091
"6748" 28 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0220230465913043
"6749" 29 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.01494121505625
"6750" 30 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Y" -0.0174383900204839
"6751" 1 "SITTING" "tBodyAcc" "mean" "Y" -0.00130828765170213
"6752" 2 "SITTING" "tBodyAcc" "mean" "Y" -0.0156879937282609
"6753" 3 "SITTING" "tBodyAcc" "mean" "Y" -0.00350299841730769
"6754" 4 "SITTING" "tBodyAcc" "mean" "Y" -0.007163065158
"6755" 5 "SITTING" "tBodyAcc" "mean" "Y" -0.00990083527045455
"6756" 6 "SITTING" "tBodyAcc" "mean" "Y" -0.0145911615290909
"6757" 7 "SITTING" "tBodyAcc" "mean" "Y" -0.01461097580375
"6758" 8 "SITTING" "tBodyAcc" "mean" "Y" -0.00672550621304348
"6759" 9 "SITTING" "tBodyAcc" "mean" "Y" -0.02701677698
"6760" 10 "SITTING" "tBodyAcc" "mean" "Y" -0.015042681852037
"6761" 11 "SITTING" "tBodyAcc" "mean" "Y" -0.0149195616754717
"6762" 12 "SITTING" "tBodyAcc" "mean" "Y" -0.0157892988523529
"6763" 13 "SITTING" "tBodyAcc" "mean" "Y" -0.00587732936326531
"6764" 14 "SITTING" "tBodyAcc" "mean" "Y" -0.00870565463888889
"6765" 15 "SITTING" "tBodyAcc" "mean" "Y" -0.0117188472271186
"6766" 16 "SITTING" "tBodyAcc" "mean" "Y" -0.0102497939956522
"6767" 17 "SITTING" "tBodyAcc" "mean" "Y" -0.014156274084375
"6768" 18 "SITTING" "tBodyAcc" "mean" "Y" -0.0128691279736842
"6769" 19 "SITTING" "tBodyAcc" "mean" "Y" -0.016739260030137
"6770" 20 "SITTING" "tBodyAcc" "mean" "Y" -0.0147229305131818
"6771" 21 "SITTING" "tBodyAcc" "mean" "Y" -0.0144009705494118
"6772" 22 "SITTING" "tBodyAcc" "mean" "Y" -0.0123468446419355
"6773" 23 "SITTING" "tBodyAcc" "mean" "Y" -0.0133945015676471
"6774" 24 "SITTING" "tBodyAcc" "mean" "Y" -0.0131255097938235
"6775" 25 "SITTING" "tBodyAcc" "mean" "Y" -0.0147696808030769
"6776" 26 "SITTING" "tBodyAcc" "mean" "Y" -0.00713364541358974
"6777" 27 "SITTING" "tBodyAcc" "mean" "Y" -0.0155269799285714
"6778" 28 "SITTING" "tBodyAcc" "mean" "Y" -0.0185404441258333
"6779" 29 "SITTING" "tBodyAcc" "mean" "Y" -0.016630680375
"6780" 30 "SITTING" "tBodyAcc" "mean" "Y" -0.00804731295322581
"6781" 1 "STANDING" "tBodyAcc" "mean" "Y" -0.0161375901037736
"6782" 2 "STANDING" "tBodyAcc" "mean" "Y" -0.0184208270166667
"6783" 3 "STANDING" "tBodyAcc" "mean" "Y" -0.0143376555065574
"6784" 4 "STANDING" "tBodyAcc" "mean" "Y" -0.00948911098553571
"6785" 5 "STANDING" "tBodyAcc" "mean" "Y" -0.00700418554517857
"6786" 6 "STANDING" "tBodyAcc" "mean" "Y" -0.0181236327175439
"6787" 7 "STANDING" "tBodyAcc" "mean" "Y" -0.0145740341037736
"6788" 8 "STANDING" "tBodyAcc" "mean" "Y" -0.0148113067148148
"6789" 9 "STANDING" "tBodyAcc" "mean" "Y" -0.0200454954022222
"6790" 10 "STANDING" "tBodyAcc" "mean" "Y" -0.0155418603409091
"6791" 11 "STANDING" "tBodyAcc" "mean" "Y" -0.0171990886595745
"6792" 12 "STANDING" "tBodyAcc" "mean" "Y" -0.0169002543196721
"6793" 13 "STANDING" "tBodyAcc" "mean" "Y" -0.0167891993964912
"6794" 14 "STANDING" "tBodyAcc" "mean" "Y" -0.01520781344
"6795" 15 "STANDING" "tBodyAcc" "mean" "Y" -0.0183516360396226
"6796" 16 "STANDING" "tBodyAcc" "mean" "Y" -0.0165999672935897
"6797" 17 "STANDING" "tBodyAcc" "mean" "Y" -0.0174120064169231
"6798" 18 "STANDING" "tBodyAcc" "mean" "Y" -0.0166353518150685
"6799" 19 "STANDING" "tBodyAcc" "mean" "Y" -0.0154244056945205
"6800" 20 "STANDING" "tBodyAcc" "mean" "Y" -0.0180695049161644
"6801" 21 "STANDING" "tBodyAcc" "mean" "Y" -0.0167084730205618
"6802" 22 "STANDING" "tBodyAcc" "mean" "Y" -0.0158563207496825
"6803" 23 "STANDING" "tBodyAcc" "mean" "Y" -0.0177475547867647
"6804" 24 "STANDING" "tBodyAcc" "mean" "Y" -0.0144785340348986
"6805" 25 "STANDING" "tBodyAcc" "mean" "Y" -0.0163569730274324
"6806" 26 "STANDING" "tBodyAcc" "mean" "Y" -0.0166608306652703
"6807" 27 "STANDING" "tBodyAcc" "mean" "Y" -0.016593236445
"6808" 28 "STANDING" "tBodyAcc" "mean" "Y" -0.0172635124672152
"6809" 29 "STANDING" "tBodyAcc" "mean" "Y" -0.0172605869061538
"6810" 30 "STANDING" "tBodyAcc" "mean" "Y" -0.0170163887813559
"6811" 1 "LAYING" "tBodyAcc" "mean" "Y" -0.0405139534294
"6812" 2 "LAYING" "tBodyAcc" "mean" "Y" -0.0181587397583333
"6813" 3 "LAYING" "tBodyAcc" "mean" "Y" -0.0189556785048387
"6814" 4 "LAYING" "tBodyAcc" "mean" "Y" -0.0150031841055556
"6815" 5 "LAYING" "tBodyAcc" "mean" "Y" -0.0183042123269231
"6816" 6 "LAYING" "tBodyAcc" "mean" "Y" -0.0102529170561404
"6817" 7 "LAYING" "tBodyAcc" "mean" "Y" -0.0204411516884615
"6818" 8 "LAYING" "tBodyAcc" "mean" "Y" -0.0212281733881481
"6819" 9 "LAYING" "tBodyAcc" "mean" "Y" -0.020526821662
"6820" 10 "LAYING" "tBodyAcc" "mean" "Y" -0.024294484137931
"6821" 11 "LAYING" "tBodyAcc" "mean" "Y" -0.0176598052315789
"6822" 12 "LAYING" "tBodyAcc" "mean" "Y" -0.0175203917146667
